dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.55 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 onset.order.ltm.onset onset.order.stm.onset onset.weight.ltm onset.weight.stm onset.weight.ltm.onset onset.weight.stm.onset onset.probability onset.information.content onset.entropy onset.0 onset.3 onset.6 onset.9 onset.12 onset.18 onset.24 onset.36 onset.48 onset.72 probability information.content entropy information.gain 
66050922115221 1 11 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 600000 NA NA 36 132 2 0 0.41770142 0.5822986 0.99999994 1.0 0.049577955 4.3341575 4.3598175 0.015643036 0.015643036 0.015858762 0.015643036 0.016482623 0.016880881 0.015858762 0.018003583 0.016482623 0.016278366 0.020452991 0.029229414 0.016278366 0.049577955 0.04449823 0.016070472 0.12719941 0.015858762 0.0954663 0.018181406 0.032852095 0.059804883 0.12661234 0.01668341 0.09771497 0.020302337 0.01668341 0.017075187 0.01668341 2 0 0.99870765 0.0012923257 1.0 1.0 0.8311872 0.2667547 1.1146417 0.025979174 0.0044218674 0.030875323 0.0044218674 0.8311872 0.014349195 0.050691217 0.0060775657 0.0060775657 0.025919087 0.04120856 4.600912 5.474459 1.2278342 
66050922115221 1 12 "shanx001" NA 0 0 1 0 NA 0 36 0 NA NA 76 96 4 600000 NA NA 12 168 2 0 0.97679174 0.02320824 1.0 1.0 0.021353804 5.549363 2.5506914 0.006450362 0.006450362 0.0066603036 0.006450362 0.0072892066 0.0077077514 0.0066603036 0.008960263 0.0072892066 0.007079721 0.012074477 0.6320654 0.007079721 0.06742364 0.011453341 0.006870088 0.030676052 0.0066603036 0.021353804 0.009168594 0.009792924 0.010417258 0.021654742 0.0074985484 0.039216727 0.0066603036 0.0135209095 0.007916819 0.0074985484 5 0 0.7020959 0.29790407 1.0 1.0 0.04436182 4.494538 2.8814144 0.2097197 0.04436182 0.17153418 0.04436182 0.276463 0.03547379 0.04436182 0.04436182 0.03547379 0.09388829 9.4729353e-4 10.043901 5.4321046 2.4910977 
66050922115221 1 13 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 12 180 2 1 0.55674624 0.4432538 0.99999994 1.0 0.13711639 2.866527 3.631309 0.009129753 0.009129753 0.009297955 0.009129753 0.0097886445 0.0101051545 0.009297955 0.0155732045 0.0097886445 0.014549526 0.013051311 0.013304316 0.009627296 0.07952529 0.012664298 0.01829692 0.18846898 0.009297955 0.13711639 0.011155905 0.011582748 0.027771829 0.2695512 0.009947902 0.043393124 0.009297955 0.009947902 0.010260482 0.009947902 1 0 0.9191194 0.08088057 1.0 1.0 0.011908794 6.3918285 2.1870203 0.04239335 0.011908794 0.011908794 0.011908794 0.011908794 0.011908794 0.5209538 0.10429089 0.1258099 0.14700806 0.0016328908 9.258356 5.818329 5.482072 
66050922115221 1 14 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 12 192 2 1 0.64135426 0.3586457 1.0 1.0 0.33575833 1.574505 3.2773407 0.006795903 0.006795903 0.0069403336 0.006795903 0.00736393 0.007638892 0.0069403336 0.012572178 0.00736393 0.011625023 0.010257157 0.01048655 0.00722428 0.10951331 0.009907573 0.015137296 0.10619726 0.0069403336 0.33575833 0.008560934 0.008939351 0.018213233 0.20709059 0.007502116 0.027720524 0.0069403336 0.007502116 0.007774313 0.007502116 0 0 0.53741926 0.4625807 1.0 1.0 0.16123267 2.6327841 3.1408198 0.13557306 0.04273116 0.04273116 0.04273116 0.16123267 0.04273116 0.12768775 0.14192571 0.12768775 0.13496844 0.05413521 4.2072887 6.4181633 1.0081718 
66050922115221 1 15 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 79 96 4 600000 NA NA 12 204 3 2 0.5362068 0.4637932 0.99999994 1.0 0.014236116 6.1343007 2.8516161 0.0045382986 0.0045382986 0.004618797 0.0045382986 0.004853332 0.005004383 0.004618797 0.007590249 0.004853332 0.007109126 0.0064026923 0.0065221903 0.0047762613 0.12835246 0.0062197354 0.008864895 0.089776054 0.004618797 0.39898774 0.0055046217 0.0057073254 0.014236116 0.22089703 0.004929358 0.02238597 0.004618797 0.004929358 0.0050784484 0.004929358 1 0 0.8448058 0.15519416 1.0 1.0 0.3663114 1.4488575 2.5021067 0.080754764 0.009555512 0.009555512 0.009555512 0.3663114 0.27514395 0.102666594 0.040780343 0.05452288 0.051153515 0.0052148513 7.583158 5.3537254 0.75224245 
66050922115221 1 16 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 79 96 4 600000 NA NA 12 216 1 1 0.09838426 0.90161574 1.0 0.99999994 0.11621664 3.1051114 3.2727327 0.007255789 0.007255789 0.0072792335 0.007255789 0.0073456895 0.007387114 0.0072792335 0.007500001 0.0073456895 0.007324146 0.007728756 0.0077550234 0.007324146 0.05603633 0.007687753 0.0073020067 0.055839762 0.0072792335 0.38119006 0.009335239 0.0075674285 0.11621664 0.11705111 0.007366669 0.10056596 0.0072792335 0.007366669 0.008512839 0.007366669 2 0 0.88971925 0.11028075 1.0 1.0 0.32119823 1.6384641 2.3290293 0.058370743 0.009526906 0.03166385 0.009526906 0.32119823 0.009526906 0.39689037 0.0596329 0.04790492 0.055758342 0.03732858 4.7435756 5.601759 1.5042721 
66050922115221 1 17 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 12 228 2 1 0.92732435 0.07267564 1.0 1.0 0.03128097 4.9985714 2.6124058 0.006069381 0.006069381 0.006256765 0.006069381 0.0068163457 0.007187389 0.006256765 0.00829187 0.0068163457 0.0066302335 0.011006253 0.011363919 0.0066302335 0.012911886 0.010468028 0.006443712 0.012491221 0.006256765 0.03128097 0.6071324 0.009021729 0.075882725 0.062963136 0.0070020594 0.015056093 0.006256765 0.0070020594 0.027364047 0.0070020594 3 0 0.9907239 0.009276069 1.0 1.0 0.16001351 2.6437342 1.4952458 0.023026578 0.0031662083 0.0031662083 0.0031662083 0.16001351 0.008514759 0.70532733 0.0191248 0.022647029 0.051847342 0.005005378 7.642305 4.1076508 2.3641393 
66050922115221 1 18 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 12 240 2 2 0.20729756 0.79270244 1.0 0.99999994 0.23076631 2.1154954 2.9157486 0.0045867 0.0045867 0.0046179825 0.0045867 0.004707263 0.004763371 0.0046179825 0.005491485 0.004707263 0.005340454 0.005239445 0.005277035 0.0046782233 0.04107229 0.0051810485 0.0057729953 0.37935388 0.0046179825 0.23076631 0.0049420907 0.005011668 0.11712683 0.06862901 0.0047356347 0.050709955 0.0046179825 0.0047356347 0.004790502 0.0047356347 3 0 0.952645 0.047354996 1.0 1.0 0.3366086 1.5708562 1.9524256 0.021674037 0.0048805173 0.08671647 0.0048805173 0.3366086 0.0066102706 0.019910878 0.47241867 0.023150066 0.023150066 0.07767792 3.6863515 4.8681693 7.5390444 
66050922115221 1 19 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 600000 NA NA 12 252 2 2 0.16141197 0.838588 1.0 1.0 0.10363897 3.2703614 2.812554 0.00410701 0.00410701 0.0041288044 0.00410701 0.004190827 0.004229671 0.0041288044 0.0047250665 0.004190827 0.0046235677 0.0045553306 0.004580759 0.0041706813 0.04156421 0.004515749 0.004912623 0.10363897 0.0041288044 0.41565728 0.004352733 0.0044003753 0.21203391 0.07799771 0.004210482 0.049943563 0.0041288044 0.004210482 0.004248418 0.004210482 3 0 0.9273942 0.07260575 1.0 1.0 0.5221079 0.9375801 2.1491036 0.039495815 0.0067124236 0.05744826 0.0067124236 0.5221079 0.23501433 0.030552398 0.030552398 0.036726017 0.0346779 0.054110724 4.2079415 4.961659 2.0281408 
66050922115221 1 20 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 600000 NA NA 12 264 2 1 0.14493321 0.8550668 1.0 1.0 0.3626943 1.463174 3.277494 0.0065996125 0.0065996125 0.0066310503 0.0065996125 0.0067204237 0.0067763277 0.0066310503 0.0069294255 0.0067204237 0.006691409 0.0072430107 0.008204912 0.006691409 0.3626943 0.009497044 0.0066616335 0.06000173 0.0066310503 0.13063195 0.006953098 0.008546607 0.11110461 0.090913855 0.0067487173 0.08304738 0.007229119 0.0067487173 0.006803291 0.0067487173 4 0 0.87530535 0.12469456 1.0 1.0 0.42898467 1.221002 2.3945122 0.057248637 0.00864682 0.082684964 0.00864682 0.42898467 0.00864682 0.25100464 0.059171166 0.049179375 0.045786127 0.1555903 2.684176 5.6720004 1.780561 
66050922115221 1 21 "shanx001" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 600000 NA NA 36 276 3 1 0.28744814 0.7125519 1.0 1.0 0.05976119 4.064647 3.4107635 0.007957458 0.007957458 0.008032814 0.007957458 0.008248962 0.008385614 0.008032814 0.008765538 0.008248962 0.00817848 0.009569771 0.023829317 0.00817848 0.07530747 0.009422191 0.008106458 0.05976119 0.008032814 0.37963593 0.008825026 0.008997777 0.09080861 0.084270366 0.008317984 0.10046186 0.008032814 0.009906443 0.008451917 0.008317984 2 0 0.9998488 1.5118213e-4 1.0 1.0 0.8750412 0.19257717 0.8181439 0.0120098535 0.0015285893 0.0015285893 0.0015285893 0.8750412 0.0041484013 0.0661284 0.011133522 0.0128796715 0.013752733 0.0522935 4.2572246 4.227814 1.6032006 
66050922115221 2 1 "shanx002" NA 0 0 1 0 NA 0 0 0 NA NA 83 96 4 600000 NA NA 18 0 0 0 0.52084744 0.4791525 0.99999994 1.0 0.041392326 4.594493 4.842908 0.029362818 0.029362818 0.029868595 0.029362818 0.031340774 0.032287847 0.029868595 0.03498711 0.031340774 0.030857231 0.041019067 0.041762512 0.030857231 0.041019067 0.039880052 0.030366616 0.041019067 0.029868595 0.04632653 0.035418548 0.034550734 0.037912045 0.042855397 0.03181755 0.041392326 0.029868595 0.03181755 0.032751918 0.030857231 0 0 0.6793636 0.32063633 1.0 1.0 0.16028978 2.6412456 3.1299524 0.16028978 0.036026992 0.036026992 0.036026992 0.13135958 0.07099667 0.123656906 0.09900935 0.15330338 0.15330338 0.0066347667 7.2357388 7.972865 NA 
66050922115221 2 2 "shanx002" NA 0 0 1 0 NA 0 18 0 NA NA 83 96 4 600000 NA NA 6 18 1 0 0.51469094 0.4853091 0.99999994 0.99999994 0.32287398 1.6309569 4.0860605 0.017232105 0.017232105 0.017525394 0.017232105 0.01837874 0.018927455 0.017525394 0.020490339 0.01837874 0.018098507 0.023977853 0.024407255 0.018098507 0.032702744 0.023319798 0.017814124 0.023977853 0.017525394 0.027041432 0.020740004 0.04364444 0.02218227 0.060571723 0.018655 0.32287398 0.017525394 0.048461396 0.01919626 0.036263697 1 0 0.91222996 0.087770075 1.0 1.0 0.17600591 2.5063043 2.2342763 0.06556419 0.007136609 0.007136609 0.007136609 0.5178034 0.17600591 0.09170616 0.027735312 0.04988758 0.04988758 0.05682773 4.137261 6.3203373 1.268947 
66050922115221 2 3 "shanx002" NA 0 0 1 0 NA 0 6 0 NA NA 83 96 4 600000 NA NA 12 24 2 1 0.76902276 0.23097722 1.0 0.99999994 0.38993484 1.358695 3.5783997 0.010418371 0.010418371 0.010684422 0.010418371 0.011471023 0.011986489 0.010684422 0.013495085 0.011471023 0.011210675 0.017067414 0.017526107 0.011210675 0.027135594 0.016372321 0.010948499 0.017067414 0.010684422 0.020426357 0.013741508 0.07559461 0.015193549 0.11268263 0.011729606 0.38993484 0.010684422 0.065833 0.0122417305 0.03166711 1 0 0.97744286 0.02255708 1.0 1.0 0.70711476 0.49998376 1.743489 0.04482466 0.013458234 0.70711476 0.013458234 0.013458234 0.05763335 0.050353456 0.020934125 0.043049116 0.0357159 0.27572867 1.8586788 5.321889 3.2110384 
66050922115221 2 4 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 88 96 4 600000 NA NA 12 36 3 1 0.19004948 0.80995053 1.0 1.0 0.013974612 6.161048 2.5516167 0.01061751 0.01061751 0.010683883 0.01061751 0.010873099 0.010991856 0.010683883 0.011318641 0.010873099 0.010811584 0.011994985 0.012073859 0.010811584 0.01345132 0.011872361 0.010748542 0.011994985 0.010683883 0.012539541 0.011369371 0.019567495 0.011655139 0.020002253 0.010933165 0.6597602 0.010683883 0.01674506 0.011049243 0.013974612 3 0 0.8423381 0.15766189 1.0 1.0 0.1784639 2.4862957 2.5373454 0.06902636 0.010464458 0.010464458 0.010464458 0.1784639 0.07278718 0.4289749 0.09330378 0.06302525 0.06302525 0.0024939638 8.647344 5.0889664 4.3527503 
66050922115221 2 5 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 78 96 4 600000 NA NA 18 48 2 0 0.6931084 0.30689168 1.0 1.0 0.014275628 6.1303015 3.133436 0.011496517 0.011496517 0.01176079 0.011496517 0.0125384 0.013045102 0.01176079 0.014516065 0.0125384 0.012281628 0.017937947 0.01837188 0.012281628 0.017937947 0.017278176 0.012022457 0.017937947 0.01176079 0.021090845 0.01475475 0.014275628 0.016152892 0.068745695 0.012792862 0.5370934 0.01176079 0.012792862 0.013295203 0.028785562 2 0 0.9569067 0.04309332 1.0 1.0 0.54190546 0.8838869 1.9324735 0.024748595 0.006680544 0.27883044 0.006680544 0.54190546 0.009060551 0.031909697 0.036364753 0.031909697 0.031909697 0.0077360407 7.014189 5.0659056 1.9343454 
66050922115221 2 6 "shanx002" NA 0 0 1 0 NA 0 18 0 NA NA 81 96 4 600000 NA NA 6 66 1 0 0.26512447 0.73487544 1.0 1.0 0.02818335 5.149013 4.180113 0.017917871 0.017917871 0.01807432 0.017917871 0.01852243 0.01880526 0.01807432 0.019589735 0.01852243 0.01837641 0.021241779 0.021436885 0.01837641 0.025213063 0.020939458 0.018227099 0.021241779 0.01807432 0.03519448 0.019712327 0.10639079 0.020406935 0.02818335 0.01866533 0.2215682 0.01807432 0.01866533 0.018942362 0.14572735 2 0 0.9771292 0.022870766 0.99999994 1.0 0.07006332 3.835197 1.7445457 0.034708086 0.005558482 0.036241345 0.005558482 0.7001789 0.07006332 0.05948658 0.027442187 0.031360008 0.029402627 0.0019746192 8.98421 5.924659 1.0672703 
66050922115221 2 7 "shanx002" NA 0 0 1 0 NA 0 6 0 NA NA 81 96 4 600000 NA NA 24 72 2 0 0.80428386 0.19571614 1.0 1.0 0.065843835 3.9248078 3.6226084 0.011074977 0.011074977 0.011370935 0.011074977 0.012247904 0.012824103 0.011370935 0.01451681 0.012247904 0.011957332 0.018558368 0.024402108 0.011957332 0.018558368 0.017768646 0.017533021 0.033848457 0.011370935 0.050659727 0.014794159 0.41595742 0.032026466 0.065843835 0.012536809 0.05824743 0.011370935 0.012536809 0.034099605 0.018168766 1 0 0.9941117 0.0058883065 1.0 1.0 0.7779179 0.36231014 1.3980216 0.031675275 0.00819077 0.7779179 0.00819077 0.00819077 0.05898185 0.02210176 0.012837 0.035956964 0.035956964 0.0512211 4.287118 5.020634 5.2043777 
66050922115221 2 8 "shanx002" NA 0 0 1 0 NA 0 24 0 NA NA 78 96 4 600000 NA NA 12 96 2 1 0.3559279 0.6440721 1.0 1.0 0.10300088 3.2792714 3.8745174 0.012391079 0.012391079 0.012536541 0.012391079 0.0129555715 0.013221842 0.012536541 0.0139675485 0.0129555715 0.012818641 0.015571317 0.01757672 0.012818641 0.015571317 0.015274526 0.015184556 0.020315517 0.012536541 0.024284396 0.014085021 0.10300088 0.03354368 0.292195 0.0130899325 0.13381392 0.012536541 0.0130899325 0.05149312 0.055852924 3 0 0.9845665 0.015433503 1.0 1.0 0.16606927 2.590143 1.6234838 0.03684736 0.004119851 0.004119851 0.004119851 0.67964506 0.011011443 0.16606927 0.029110033 0.031356614 0.03360067 0.017105281 5.8694143 5.498002 6.5778594 
66050922115221 2 9 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 81 96 4 600000 NA NA 12 108 2 1 0.16746493 0.8325351 1.0 1.0 0.387671 1.3670954 3.1337476 0.007847999 0.007847999 0.007891213 0.007847999 0.008014233 0.008091314 0.007891213 0.008302909 0.008014233 0.007974267 0.008738571 0.0087891845 0.007974267 0.011423776 0.008659806 0.00793328 0.008738571 0.007891213 0.014657354 0.008335691 0.12959918 0.008520038 0.387671 0.008053232 0.1780301 0.007891213 0.008053232 0.008128525 0.09118838 3 0 0.6229033 0.37709668 1.0 1.0 0.2094704 2.2551816 3.0226932 0.16176245 0.0262835 0.19152462 0.0262835 0.2094704 0.11621933 0.07600769 0.07600769 0.07919554 0.037245378 0.0812056 3.622277 6.156441 1.2977043 
66050922115221 2 10 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 78 96 4 600000 NA NA 12 120 2 2 0.060961198 0.93903875 1.0 0.99999994 0.24534866 2.0270946 2.6570272 0.005212224 0.005212224 0.005222653 0.005212224 0.005252146 0.0052704783 0.005222653 0.0053202403 0.005252146 0.005242597 0.0054202117 0.00553385 0.005242597 0.0054202117 0.005402376 0.0053969123 0.005672818 0.005222653 0.005848877 0.0053278776 0.24534866 0.005649077 0.43253285 0.005261435 0.12553671 0.005222653 0.005261435 0.0056759976 0.06260306 3 0 0.85826266 0.1417373 1.0 1.0 0.46163437 1.1151775 2.499668 0.08735529 0.015688106 0.14266087 0.015688106 0.46163437 0.06277587 0.10124876 0.07171025 0.020619141 0.020619141 0.11326137 3.1422722 5.156696 0.39422917 
